food;ingredients;category;kitchen;food_url
Черный чай с апельсином;апельсиновый сок, черный чай, мед, апельсины;Напитки;Французская кухня;https://eda.ru/recepty/napitki/chernij-chaj-s-apelsinom-17813
Витаминный коктейль;бананы, апельсины, стебель сельдерея, морковь, вода, клюква;Напитки;Детское меню;https://eda.ru/recepty/napitki/vitaminnij-koktejl-22202
Компот из свежих персиков;персики, сахар, ванилин;Напитки;Европейская кухня;https://eda.ru/recepty/napitki/kompot-iz-svezhih-persikov-15329
Самогон;сахар, вода, сухие дрожжи;Напитки;Русская кухня;https://eda.ru/recepty/napitki/samogon-35659
Горячий мокко с какао;сахар, какао-порошок, молотый кофе, вода, молоко 1%-ное, ваниль;Напитки;Европейская кухня;https://eda.ru/recepty/napitki/gorjachij-mokko-s-kakao-24992
Коктейль «Кайпиринья»;ром, сахар, лайм, лед;Напитки;Латиноамериканская кухня;https://eda.ru/recepty/napitki/koktejl-kajpirinja-16177
Домашний апельсиновый лимонад;концентрированный апельсиновый сок, лимонад, апельсины;Напитки;Русская кухня;https://eda.ru/recepty/napitki/domashnij-apelsinovij-limonad-23173
Кофе со специями и «Амаретто»;черный кофе, сахар, палочки корицы, гвоздика, взбитые сливки, ликер «амаретто», цедра апельсина;Напитки;Итальянская кухня;https://eda.ru/recepty/napitki/kofe-so-specijami-amaretto-22657
Свободная Куба;белый ром, кока-кола, лайм;Напитки;Авторская кухня;https://eda.ru/recepty/napitki/svobodnaja-kuba-20531
Цитрусовый тархун;свежий эстрагон, вода, лимон, лайм, сахар, мед;Напитки;Азербайджанская кухня;https://eda.ru/recepty/napitki/citrusovij-tarhun-37650
Цитрусовый коктейль с киви и ромом;белый ром, сироп маракуйи, апельсиновый сок, ананасовый сок, киви;Напитки;Американская кухня;https://eda.ru/recepty/napitki/citrusovij-koktejl-s-kivi-i-romom-52620
Компот из замороженных фруктов и ягод;замороженные фрукты, сахар, вода, замороженные ягоды;Напитки;Русская кухня;https://eda.ru/recepty/napitki/kompot-iz-zamorozhennih-fruktov-jagod-14940
Кофе по-египетски;молотый кофе, сахар, вода;Напитки;Европейская кухня;https://eda.ru/recepty/napitki/kofe-po-egipetski-22916
Клубничный лаймад;замороженная клубника, лаймад;Напитки;Детское меню;https://eda.ru/recepty/napitki/klubnichnij-lajmad-23159
Молоко с медом и пряностями;анис (бадьян), молоко, палочки корицы, молотый мускатный орех, кардамон, гвоздика, апельсиновый мед, имбирь;Напитки;Шведская кухня;https://eda.ru/recepty/napitki/moloko-s-medom-i-prjanostjami-33674
