food;ingredients;category;kitchen;food_url
Быстрый фасолевый салат;оливковое масло, красный лук, соль, белая консервированная фасоль, красная консервированная фасоль, стебель сельдерея, петрушка, свежий розмарин , яблочный уксус, сахар, молотый черный перец;Салаты;Средиземноморская кухня;https://eda.ru/recepty/salaty/bistrij-fasolevij-salat-29996
Куриный салат с мацони;куриная грудка, китайская капуста, огурцы, сельдерей, укроп, петрушка, кинза, тархун, мацони, подсолнечное масло, соль, молотый черный перец;Салаты;Авторская кухня;https://eda.ru/recepty/salaty/kurinyy-salat-s-maconi-140384
Салат «Хориятики»;помидоры, репчатый лук, огурцы, сладкий перец, молоко, сыр фета, маслины, оливковое масло, винный уксус, молотый черный перец, соль, орегано;Салаты;Греческая кухня;https://eda.ru/recepty/salaty/salat-horijatiki-23989
Салат с авокадо и брынзой;авокадо, зеленый салат, помидоры, сыр брынза, оливковое масло, лимон, маслины без косточек;Салаты;Греческая кухня;https://eda.ru/recepty/salaty/salat-s-avokado-i-brinzoj-45705
Салат фреш с авокадо;авокадо, помидоры, красный лук, салат фризе, свежие листья шпината, салат ромен, огурцы, лимон, грецкие орехи, подсолнечное нерафинированное масло;Салаты;Авторская кухня;https://eda.ru/recepty/salaty/salat-fresh-s-avokado-152370
Салат нисуаз с фасолью и перепелиными яйцами;консервированный тунец в собственном соку, зеленая стручковая фасоль, консервированное филе анчоуса, огурцы, помидоры черри, оливки без косточек, перепелиное яйцо, молодой картофель, зеленый салат, оливковое масло extra virgin, винный уксус, чеснок, зернистая горчица, рубленая петрушка, соль, свежемолотый черный перец;Салаты;;https://eda.ru/recepty/salaty/salat-nisuaz-s-fasolju-i-perepelinimi-jajcami-32638
Крабовый салат с эстрагоном;консервированные крабы, яичный желток, вода, белый винный уксус, листья эстрагона, зеленый лук, помидоры, салат ромен, соль, молотый черный перец, оливковое масло;Салаты;Американская кухня;https://eda.ru/recepty/salaty/krabovij-salat-s-jestragonom-19801
Австрийский салат;рыбные консервы, куриное яйцо, репчатый лук, сливочное масло, антоновские яблоки, тертый твердый сыр, грецкие орехи, майонез, уксус;Салаты;Австрийская кухня;https://eda.ru/recepty/salaty/avstrijskij-salat-48511
Салат из курицы с ананасами, грибами и сыром;филе куриной грудки, шампиньоны, куриное яйцо, сыр, репчатый лук, чеснок, консервированный ананас, майонез;Салаты;Авторская кухня;https://eda.ru/recepty/salaty/salat-iz-kurici-s-ananasami-gribami-i-sirom-46944
Простейший салат с сельдереем и зеленым яблоком;сельдерей, зеленые яблоки, майонез;Салаты;Американская кухня;https://eda.ru/recepty/salaty/prostejshij-salat-s-seldereem-zelenim-jablokom-18526
Салат с печеной свеклой и фетой;свекла, сыр фета, тимьян, рукола, кедровые орехи, оливковое масло, лимонный сок, соль, молотый черный перец;Салаты;Греческая кухня;https://eda.ru/recepty/salaty/salat-s-pechenoy-svekloy-i-fetoy-152776
Суши-салат;слабосоленая красная рыба, краснодарский рис, творожный сыр, авокадо, кунжут;Салаты;Авторская кухня;https://eda.ru/recepty/salaty/sushi-salat-140449
Классический салат «Мимоза» с морковью;куриное яйцо, сливочное масло, репчатый лук, морковь, российский сыр, укроп, горбуша консервированная в собственном соку, майонез, соль;Салаты;Советская кухня;https://eda.ru/recepty/salaty/salat-mimoza-klassicheskiy-152964
Салат из фасоли;фасоль, корень сельдерея, морковь, зеленый салат, горчица, уксус, растительное масло, сахар;Салаты;Корейская кухня;https://eda.ru/recepty/salaty/salat-iz-fasoli-14503
Салат из спаржи с эстрагоном;свежая спаржа, листья эстрагона, чеснок, оливковое масло, кунжутное масло, кунжутные семечки, соль, молотый черный перец;Салаты;Французская кухня;https://eda.ru/recepty/salaty/salat-iz-sparzhi-s-jestragonom-17371
Салат с брезаолой и клубничной заправкой;ветчина брезаола, лоло-россо, рукола, сыр пармезан, вода, голубой сыр, лецитин, клубника, оливковое масло extra virgin, бальзамический уксус, соль, молотый черный перец;Салаты;Итальянская кухня;https://eda.ru/recepty/salaty/salat-s-brezaoloy-i-klubnichnoy-zapravkoy-93767
Салат с куриной печенью, грейпфрутом и мацони;куриная печень, пшеничная мука, грейпфруты, рукола, шпинат, мацони, вода, апельсиновый джем, растительное масло, молотый кумин (зира) , молотый черный перец, соль;Салаты;Итальянская кухня;https://eda.ru/recepty/salaty/salat-s-kurinoy-pechenyu-greypfrutom-i-maconi-152846
Фасолевый салат;фасоль, соль, петрушка, лавровый лист, репчатый лук, зеленый лук;Салаты;Болгарская кухня;https://eda.ru/recepty/salaty/fasolevij-salat-14415
Салат «Цезарь» с курицей и авокадо;бекон, куриная грудка, белый хлеб, чеснок, латук, авокадо, салатная заправка;Салаты;Классические салаты;https://eda.ru/recepty/salaty/salat-cezar-s-kuricej-avokado-19050
Салат с креветками, авокадо и черри;креветки, авокадо, помидоры черри, оливковое масло, лимонный сок;Салаты;Европейская кухня;https://eda.ru/recepty/salaty/salat-s-krevetkami-avokado-i-cherri-39872
Китайский салат с языком;вареный говяжий язык, сладкий перец, огурцы, сладкий красный лук, соевый соус, кунжутное масло, кунжут, бальзамический уксус, чеснок, красный перец чили, кинза;Салаты;Китайская кухня;https://eda.ru/recepty/salaty/kitajskij-salat-s-jazikom-41870
Хрустящий крабовый салат;куриное яйцо, репчатый лук, консервированная кукуруза, зеленый салат, майонез, мясо краба;Салаты;Европейская кухня;https://eda.ru/recepty/salaty/hrustjashhij-krabovij-salat-34269
Салат с яблоками, морковью и сельдереем;морковь, салат айсберг, яблоко, стебель сельдерея, апельсины, петрушка, зеленый лук, оливковое масло, лимонный сок, соевый соус, мед, соль;Салаты;Европейская кухня;https://eda.ru/recepty/salaty/salat-s-yablokami-morkovyu-i-seldereem-137267
Салат с патиссонами;картофель, патиссоны, консервированный зеленый горошек, куриное яйцо, зеленый лук, петрушка, соль, майонез;Салаты;Овощные салаты;https://eda.ru/recepty/salaty/salat-s-patissonami-25006
Постный салат оливье;картофель, морковь, тофу, соленые огурцы, огурцы, консервированный зеленый горошек, кинза, зеленый лук, веганский майонез, сладкая паприка, соль;Салаты;Русская кухня;https://eda.ru/recepty/salaty/postnyy-olive-173318
Салат из рукколы и авокадо;рукола, оливковое масло extra virgin, салат радиккьо, молотый черный перец, морская соль, авокадо, лимонный сок;Салаты;Итальянская кухня;https://eda.ru/recepty/salaty/salat-iz-rukkoli-i-avokado-35826
Салат с осьминогом и картофелем;смесь салатных листьев, осьминог, красная консервированная фасоль, красный лук, сухарики, красный винный уксус, соевый соус, картофель;Салаты;Европейская кухня;https://eda.ru/recepty/salaty/salat-s-osminogom-i-kartofelem-46569
Салат с теплыми белыми грибами и подвяленными томатами;белые грибы, бакинские помидоры, чеснок, тимьян, смесь салатных листьев, зеленый лук, оливковое масло, сливочное масло, соль, молотый черный перец, крупная морская соль;Салаты;Итальянская кухня;https://eda.ru/recepty/salaty/salat-s-teplimi-belimi-gribami-33847
Салат «Полло ди баче»;куриное филе, оливковое масло extra virgin, смесь салатных листьев пати микс «белая дача», морская соль, молотый черный перец, бобовые проростки , вяленые помидоры, апельсины, лесные ягоды в сиропе, бальзамический уксус, ягодный соус;Салаты;Итальянская кухня;https://eda.ru/recepty/salaty/salat-pollo-di-bache-27809
Салат из печени трески с гренками;консервированная печень трески , куриное яйцо, консервированная кукуруза, майонез, белый хлеб;Салаты;Русская кухня;https://eda.ru/recepty/salaty/salat-iz-pecheni-treski-s-grenkami-34735
Салат из mix-салата с диафрагмой;смесь салатных листьев, говяжий стейк, красные помидоры черри , сыр пармезан, морская соль, молотый черный перец, цукини, соус кимчи, оливковое масло, соевый соус;Салаты;Европейская кухня;https://eda.ru/recepty/salaty/salat-iz-mix-salata-s-diafragmoy-91545
Салат ромен с беконом и яйцами;куриное яйцо, бекон, салат ромен, оливковое масло, красный винный уксус, лук-шалот, соль;Салаты;Американская кухня;https://eda.ru/recepty/salaty/salat-romen-s-bekonom-jajcami-19802
Салат с кальмарами, киноа и грейпфрутом;кальмары, бакинские помидоры, огурцы, смесь салатных листьев, петрушка, кинза, мята, эстрагон, авокадо, красный лук, кешью, киноа, грейпфруты, красный базилик , растительное масло, мед, соевый соус, бальзамический уксус, белый винный уксус;Салаты;Авторская кухня;https://eda.ru/recepty/salaty/salat-s-kalmarami-kinoa-i-greypfrutom-140261
Салат «Цезарь» с креветками и перепелиными яйцами;салат романо, очищенные королевские креветки , помидоры черри, белые сухари, перепелиное яйцо, соус «цезарь», тертый сыр пармезан , кедровые орехи, сливочное масло;Салаты;Американская кухня;https://eda.ru/recepty/salaty/salat-cezar-s-krevetkami-i-perepelinimi-jajcami-41331
Салат с фасолью и болгарским перцем;крабовые палочки, консервированная фасоль, твердый сыр, сладкий перец, укроп, петрушка, зеленый лук, майонез;Салаты;Русская кухня;https://eda.ru/recepty/salaty/salat-s-fasolju-bolgarskim-percem-24796
Зеленый салат с черри и кедровыми орешками;салат романо, рукола, помидоры черри, кедровые орехи, лимонный сок, оливковое масло extra virgin, чеснок, морская соль, свежемолотый черный перец, сыр пармезан;Салаты;Европейская кухня;https://eda.ru/recepty/salaty/zelenij-salat-s-cherri-kedrovimi-oreshkami-22000
Салат из куриной грудки с шампиньонами и ананасом;консервированные шампиньоны, репчатый лук, куриная грудка, консервированный ананас, сыр, куриное яйцо, майонез, морковь, зеленый лук, плавленый сыр в нарезке;Салаты;Европейская кухня;https://eda.ru/recepty/salaty/salat-iz-kurinoj-grudki-s-shampinonami-ananasom-26081
Итальянский салат с дыней;майоран, мускусная дыня, пармская ветчина, рукола, лимон, салат корн, оливковое масло extra virgin, соль, молотый черный перец;Салаты;Итальянская кухня;https://eda.ru/recepty/salaty/italjanskij-salat-s-dinej-30035
Парижский салат с сельдереем;яблоко, корень сельдерея, лимонный сок, майонез, твердый сыр, зелень сельдерея;Салаты;Французская кухня;https://eda.ru/recepty/salaty/parizhskij-salat-s-seldereem-47143
Салат из кальмаров с сыром и грецкими орехами;куриное яйцо, сыр, кальмары, репчатый лук, майонез, яблоко, соль, горчица, молотый черный перец, грецкие орехи;Салаты;Русская кухня;https://eda.ru/recepty/salaty/salat-iz-kalmarov-s-sirom-greckimi-orehami-23619
Салат «Три сестры»;тыква, панировочные сухари, свежая кукуруза, замороженный зеленый горошек , оливковое масло, тыквенные семечки, соевый соус, сметана, трюфельная паста, смесь салатных листьев;Салаты;Мексиканская кухня;https://eda.ru/recepty/salaty/salat-tri-sestry-151604
Салат из филе куриной грудки с ананасами;филе куриной грудки, консервированный ананас, куриное яйцо, чеснок, плавленый сырок, майонез;Салаты;Европейская кухня;https://eda.ru/recepty/salaty/salat-iz-file-kurinoj-grudki-s-ananasami-27091
Салат со шпинатом и овощами;шпинат, сладкий перец, черные кунжутные семечки , огурцы, соевый соус, семена льна, оливковое масло;Салаты;Паназиатская кухня;https://eda.ru/recepty/salaty/salat-so-shpinatom-ovoschami-21280
Салат из моркови и миндаля со слабосоленым лососем;сахар, молотый черный перец, соль, лимон, оливковое масло, мак, слабосоленый лосось, розовые грейпфруты, миндальные хлопья, эстрагон, светлый изюм без косточек, морковь;Салаты;Итальянская кухня;https://eda.ru/recepty/salaty/salat-iz-morkovi-mindalja-so-slabosolenim-lososem-31961
Салат из листьев романо с заправкой из синего сыра;чеснок, куриное филе, петрушка, сливки 35%-ные, сыр рокфор, сливочное масло, апельсины, бородинский хлеб, салат романо, грецкие орехи;Салаты;Немецкая кухня;https://eda.ru/recepty/salaty/salat-iz-listev-romano-s-zapravkoj-iz-sinego-sira-27022
Кобб салат (Cobb Salad);помидоры, авокадо, стебель сельдерея, чеснок, оливковое масло, красный винный уксус, лимонный сок, вустерширский соус, сахар, дижонская горчица, соль, молотый черный перец, салат романо, куриное яйцо, бекон, салат айсберг, голубой сыр, филе куриной грудки, зеленый лук перья;Салаты;Европейская кухня;https://eda.ru/recepty/salaty/kobb-salat-cobb-salad-42217
Легкий салат с грибами;китайская капуста, свежие шампиньоны, репчатый лук, помидоры, консервированная кукуруза, молотый черный перец, соль, растительное масло;Салаты;Авторская кухня;https://eda.ru/recepty/salaty/legkij-salat-s-gribami-30259
Салат с красной фасолью;красная консервированная фасоль, сухарики со вкусом сыра, зеленый салат, чесночный соус, консервированные шампиньоны, тертый сыр пармезан ;Салаты;Европейская кухня;https://eda.ru/recepty/salaty/salat-s-krasnoj-fasolju-48458
Салат с фасолью, кукурузой и чесноком;консервированная кукуруза, белая консервированная фасоль, сухарики со вкусом сыра, чеснок, майонез, репчатый лук;Салаты;Русская кухня;https://eda.ru/recepty/salaty/salat-s-fasolju-kukuruzoj-i-chesnokom-33689
Салат с курицей и сыром филадельфия;куриные ножки, латук, помидоры черри, оливки, огурцы, итальянская салатная заправка , сыр филадельфия;Салаты;Европейская кухня;https://eda.ru/recepty/salaty/salat-s-kuricej-i-sirom-filadelfija-26227
Салат с томатами, луком и тархуном;помидоры, красный лук, тархун, оливковое масло, гранатовый уксус, оливки, соль, молотый черный перец;Салаты;Авторская кухня;https://eda.ru/recepty/salaty/salat-s-tomatami-lukom-i-tarhunom-152121
Салат из моркови и яблок с орехами;морковь, грецкие орехи, яблоко, мед, зелень;Салаты;Русская кухня;https://eda.ru/recepty/salaty/salat-iz-morkovi-jablok-s-orehami-15411
Свекольный салат с тмином;свекла, репчатый лук, соль, молотый черный перец, тмин, подсолнечное масло;Салаты;Литовская кухня;https://eda.ru/recepty/salaty/svekolnij-salat-s-tminom-18510
Салат из омаров;омары, смесь салатных листьев, фисташки, кедровые орехи, бекон, лук-шалот, куриное яйцо, светлый изюм, яичный желток, лук-резанец, оливковое масло, рапсовое масло, французская горчица, тертый сыр пармезан , соль, молотый черный перец;Салаты;Европейская кухня;https://eda.ru/recepty/salaty/salat-iz-omarov-41345
Салат каталана с крабом;помидоры, вяленые помидоры, каперсы, петрушка, лук-шалот, мякоть авокадо, молотый черный перец, оливковое масло, мясо краба, зеленое базиликовое масло, томатный сок, соль, лимонный сок, зелень;Салаты;Итальянская кухня;https://eda.ru/recepty/salaty/salat-katalana-s-krabom-152783
Шанхайский салат с курицей;куриная грудка, мандарины, красный салат, салат айсберг, помидоры, зеленый лук, лайм, морковь, оливковое масло, соль, молотый черный перец, редис;Салаты;Китайская кухня;https://eda.ru/recepty/salaty/shanhajskij-salat-s-kuricej-33630
Греческий салат с мятой;помидоры, английские огурцы, зеленый перец, красный лук, греческие маслины, сыр фета, рубленая петрушка, листья мяты, оливковое масло, чеснок, лимонный сок;Салаты;Греческая кухня;https://eda.ru/recepty/salaty/grecheskij-salat-s-mjatoj-19354
Итальянский салат с сыром и макаронами;помидоры, ветчина, сыр эдам, петрушка, укроп, базилик, маслины, майонез, паста тальятелле, желтый сладкий перец;Салаты;Итальянская кухня;https://eda.ru/recepty/salaty/italjanskij-salat-s-sirom-i-makaronami-33913
Салат с крабами;мясо краба, яблоко, майонез, куриное яйцо, лимон, соль, молотый черный перец;Салаты;Европейская кухня;https://eda.ru/recepty/salaty/salat-s-krabami-26146
Салат в стиле поке;рис, филе лосося, креветки, филе тунца, авокадо, огурцы, свежий перец чили, манговое пюре, кунжутная паста, лимонный сок, соль, кешью, шрирача, рисовый уксус, мирин, соевый соус, растительное масло, маракуйя, сухие водоросли нори;Салаты;Европейская кухня;https://eda.ru/recepty/salaty/salat-v-stile-poke-140290
Салат айсберг с авокадо;авокадо, салат айсберг, лимон, оливковое масло, яблочный уксус, сушеный перец чили, соль;Салаты;Итальянская кухня;https://eda.ru/recepty/salaty/salat-asberg-s-avokado-151968
Итальянский салат с пастой, тунцом и вялеными томатами;паста фарфалле (бабочки), вяленые помидоры в масле, красный сладкий перец, консервированный тунец в собственном соку, рукола, листья базилика, оливковое масло, сыр моцарелла, соль, молотый черный перец;Салаты;Итальянская кухня;https://eda.ru/recepty/salaty/italjanskij-salat-s-pastoj-tuncom-vjalenimi-tomatami-30385
Салат из говядины;фланк-стейк , помидоры, огурцы, сладкий перец, красный лук, сельдерей, редис, арахис, кинза, подсолнечное масло, кумин (зира), салат фризе, соевый соус, соус мицукан, сахар, кунжутное масло, корень имбиря, перец чили, чеснок, молотый черный перец, соль;Салаты;Мясные салаты;https://eda.ru/recepty/salaty/salat-iz-govyadiny-125172
Зеленый салат с печеными помидорами;смесь салатных листьев, помидоры банч, сметана, красный лук, белый винный уксус, сахар, сумах, соль, молотый черный перец;Салаты;Классические салаты;https://eda.ru/recepty/salaty/zelenij-salat-s-pechenimi-pomidorami-18575
Теплый салат с куриной печенью и яйцами пашот;куриная печень, куриное яйцо, помидоры черри, салат романо, молодой шпинат, соевый соус, чеснок, репчатый лук, сливочное масло, оливковое масло, бальзамический крем;Салаты;Французская кухня;https://eda.ru/recepty/salaty/teplij-salat-s-kurinoj-pechenju-i-jajcami-pashot-41493
Салат из рукколы с креветками;рукола, очищенные вареные креветки, лимонный сок, оливковое масло, соль, молотый белый перец;Салаты;Итальянская кухня;https://eda.ru/recepty/salaty/salat-iz-rukkoli-s-krevetkami-19090
Салат из свежей брокколи;капуста брокколи, красные яблоки, виноград, сладкий красный лук, оливковое масло, яблочный уксус, дижонская горчица, кленовый сироп, океаническая соль, свежий имбирь;Салаты;Европейская кухня;https://eda.ru/recepty/salaty/salat-iz-svezhej-brokkoli-31727
Крабовый салат с кукурузой и зеленым горошком;консервированная кукуруза, крабовые палочки, зеленый горошек, куриное яйцо, рис, репчатый лук, майонез, укроп;Салаты;Греческая кухня;https://eda.ru/recepty/salaty/krabovij-salat-s-kukuruzoj-zelenim-goroshkom-24046
Слоеный грибной салат с ветчиной и чипсами;ветчина, соленые грибы, картофельные чипсы, куриное яйцо, морковь по-корейски, сыр, майонез;Салаты;Русская кухня;https://eda.ru/recepty/salaty/sloenij-gribnoj-salat-s-vetchinoj-i-chipsami-34419
Салат по-грузински;огурцы, помидоры, красный лук, кинза, грецкие орехи, оливковое масло, винный уксус, молотый черный перец, соль;Салаты;Грузинская кухня;https://eda.ru/recepty/salaty/salat-po-gruzinski-152455
Итальянский летний салат;огурцы, помидоры, редис, перец рамиро, зеленый лук перья, базилик, чеснок, оливковое масло extra virgin, морская соль;Салаты;Итальянская кухня;https://eda.ru/recepty/salaty/italyanskiy-letniy-salat-153102
Салат с кейлом и пармезаном;капуста кейл, сыр пармезан, кедровые орехи, оливковое масло, свежевыжатый лимонный сок, крупная соль;Салаты;Европейская кухня;https://eda.ru/recepty/salaty/salat-s-keylom-i-parmezanom-139007
Средиземноморский салат из чечевицы;чечевица, вода, красный лук, чеснок, красный сладкий перец, зеленый базилик , лимонный сок, оливковое масло, бальзамический уксус, зеленый салат, помидоры, сыр фета;Салаты;Паназиатская кухня;https://eda.ru/recepty/salaty/sredizemnomorskij-salat-iz-chechevici-24888
Салат с цыпленком и артишоком;смесь салатных листьев танго микс «белая дача», помидоры черри, маринованные мини-артишоки , куриная грудка, оливковое масло, куриное яйцо, горчица, лимонный сок, тертый сыр пармезан , сахар, соль;Салаты;Авторская кухня;https://eda.ru/recepty/salaty/salat-s-cyplenkom-i-artishokom-138448
Салат с беконом и авокадо;бекон, шпинат, зеленая стручковая фасоль, лук-шалот, авокадо, коричневый сахар, чеснок, оливковое масло, кунжутное масло, бальзамический уксус;Салаты;Испанская кухня;https://eda.ru/recepty/salaty/salat-s-bekonom-avokado-19653
Салат с лисичками и печёными персиками;смесь салатных листьев, розовые помидоры, лисички, сливочное масло, тимьян, чеснок, репчатый лук, растительное масло, персики, апельсиновый сок, лимонный сок, соевый соус, крахмал;Салаты;Авторская кухня;https://eda.ru/recepty/salaty/salat-s-lisichkami-i-pechyonymi-persikami--152372
Салат с кальмарами и ананасом;кальмары, консервированный ананас, куриное яйцо, сыр маасдам, майонез, соль;Салаты;Авторская кухня;https://eda.ru/recepty/salaty/salat-s-kalmarami-i-ananasom-44425
Салат с киноа и фетой;киноа, свежие листья шпината, лимонный сок, сыр фета, оливковое масло, помидоры черри, рукола, сушеная клюква, молотый черный перец, семечки подсолнуха, тыквенные семечки;Салаты;Европейская кухня;https://eda.ru/recepty/salaty/salat-s-kinoa-i-fetoj-42728
Слоеный куриный салат с грибами;куриное филе, картофель, огурцы, консервированные шампиньоны, репчатый лук, куриное яйцо, твердый сыр, майонез;Салаты;Советская кухня;https://eda.ru/recepty/salaty/sloenij-kurinij-salat-s-gribami-27615
Салат из бананов, яблок и сельдерея;бананы, яблоко, сельдерей, сметана, йогурт, мелисса;Салаты;Французская кухня;https://eda.ru/recepty/salaty/salat-iz-bananov-jablok-seldereja-22720
Салат из омаров;омары, смесь салатных листьев, фисташки, кедровые орехи, бекон, лук-шалот, куриное яйцо, светлый изюм, яичный желток, лук-резанец, оливковое масло, рапсовое масло, французская горчица, тертый сыр пармезан , соль, молотый черный перец;Салаты;Европейская кухня;https://eda.ru/recepty/salaty/salat-iz-omarov-41345
Салат каталана с крабом;помидоры, вяленые помидоры, каперсы, петрушка, лук-шалот, мякоть авокадо, молотый черный перец, оливковое масло, мясо краба, зеленое базиликовое масло, томатный сок, соль, лимонный сок, зелень;Салаты;Итальянская кухня;https://eda.ru/recepty/salaty/salat-katalana-s-krabom-152783
Греческий салат с мятой;помидоры, английские огурцы, зеленый перец, красный лук, греческие маслины, сыр фета, рубленая петрушка, листья мяты, оливковое масло, чеснок, лимонный сок;Салаты;Греческая кухня;https://eda.ru/recepty/salaty/grecheskij-salat-s-mjatoj-19354
Салат из жареных перцев, помидоров и феты;зеленый перец, свежий красный перец, свежий желтый перец, белый хлеб, сливочное масло, сливовидные помидоры, репчатый лук, маслины без косточек, огурцы, листья базилика, орегано, оливковое масло, сыр фета, красный винный уксус, чеснок, бальзамический уксус;Салаты;;https://eda.ru/recepty/salaty/salat-iz-zharenih-percev-pomidorov-feti-19969
Салат с курицей и хрустящей лапшой;гречневая лапша , кипяток, масло для фритюра, куриная грудка, сливочное масло, мед, растительное масло, рисовый уксус, соевый соус, кунжутное масло, чеснок, имбирь, краснокочанная капуста, салат романо, морковь, бобы эдамамэ, миндальные лепестки, молотый черный перец, соль;Салаты;Тайская кухня;https://eda.ru/recepty/salaty/salat-s-kuricey-i-hrustyaschey-lapshoy-93883
Салат из киноа и авокадо;киноа, лук-шалот, зеленый сладкий перец, орегано, репчатый лук, авокадо, помидоры, оливковое масло;Салаты;Авторская кухня;https://eda.ru/recepty/salaty/salat-iz-kinoa-i-avokado-139815
Салат с крабами;мясо краба, яблоко, майонез, куриное яйцо, лимон, соль, молотый черный перец;Салаты;Европейская кухня;https://eda.ru/recepty/salaty/salat-s-krabami-26146
Салат из сельдерея с йогуртом;сельдерей, яблоко, белокочанная капуста, грецкие орехи, молоко, йогурт, соль, молотый белый перец;Салаты;Низкокалорийная еда;https://eda.ru/recepty/salaty/salat-iz-seldereja-s-jogurtom-22118
Баварский салат;курица гриль, голландский сыр, соль, молотая паприка, легкий майонез, сметана, молотый черный перец, чеснок, помидоры, нарезной батон;Салаты;Немецкая кухня;https://eda.ru/recepty/salaty/bavarskij-salat-44745
Тайский салат с лапшой и креветками;яичная лапша, очищенные вареные креветки, зеленый лук, свежая кинза (кориандр), свежий красный перец,  стручковый зеленый горошек , лайм, соевый соус, тертый имбирь, кунжутное масло, красный винный уксус, сладкий соус чили , чеснок;Салаты;Тайская кухня;https://eda.ru/recepty/salaty/tajskij-salat-s-lapshoj-krevetkami-19612
Салат айсберг с авокадо;авокадо, салат айсберг, лимон, оливковое масло, яблочный уксус, сушеный перец чили, соль;Салаты;Итальянская кухня;https://eda.ru/recepty/salaty/salat-asberg-s-avokado-151968
Итальянский салат с пастой, тунцом и вялеными томатами;паста фарфалле (бабочки), вяленые помидоры в масле, красный сладкий перец, консервированный тунец в собственном соку, рукола, листья базилика, оливковое масло, сыр моцарелла, соль, молотый черный перец;Салаты;Итальянская кухня;https://eda.ru/recepty/salaty/italjanskij-salat-s-pastoj-tuncom-vjalenimi-tomatami-30385
Греческий салат с сыром фетакса;зеленый салат, китайская капуста, помидоры, репчатый лук, оливки без косточек, маслины без косточек, сыр фетакса, петрушка, соль, красный сладкий перец, молотый черный перец, оливковое масло, лимон;Салаты;Греческая кухня;https://eda.ru/recepty/salaty/grecheskij-salat-s-sirom-fetaksa-35940
Баварский салат;курица гриль, голландский сыр, соль, молотая паприка, легкий майонез, сметана, молотый черный перец, чеснок, помидоры, нарезной батон;Салаты;Немецкая кухня;https://eda.ru/recepty/salaty/bavarskij-salat-44745
Салат из бананов, яблок и сельдерея;бананы, яблоко, сельдерей, сметана, йогурт, мелисса;Салаты;Французская кухня;https://eda.ru/recepty/salaty/salat-iz-bananov-jablok-seldereja-22720
Летний прованский салат;капуста брокколи, редис, желтые помидоры черри , огурцы, салат айсберг, красный лук, прованские травы, бальзамический уксус, оливковое масло;Салаты;Европейская кухня;https://eda.ru/recepty/salaty/letniy-provanskiy-salat-140031
Фруктовый салат с арбузом и дыней;арбуз, дыня, мед, лимон, мята;Салаты;Европейская кухня;https://eda.ru/recepty/salaty/fruktovyy-salat-s-arbuzom-i-dyney-151309
Салат с ананасом и курицей;филе куриной грудки, куриное яйцо, репчатый лук, консервированные шампиньоны, консервированный ананас, майонез, сыр;Салаты;Европейская кухня;https://eda.ru/recepty/salaty/salat-s-ananasom-i-kuricej-48081
Куриный салат с мацони;куриная грудка, китайская капуста, огурцы, сельдерей, укроп, петрушка, кинза, тархун, мацони, подсолнечное масло, соль, молотый черный перец;Салаты;Авторская кухня;https://eda.ru/recepty/salaty/kurinyy-salat-s-maconi-140384
Салат из курицы с яблоками;курица, репчатый лук, куриное яйцо, яблоко, твердый сыр, майонез;Салаты;Русская кухня;https://eda.ru/recepty/salaty/salat-iz-kurici-s-jablokami-17317
Салат «Хориятики»;помидоры, репчатый лук, огурцы, сладкий перец, молоко, сыр фета, маслины, оливковое масло, винный уксус, молотый черный перец, соль, орегано;Салаты;Греческая кухня;https://eda.ru/recepty/salaty/salat-horijatiki-23989
Острый баклажанный салат;баклажаны, сладкий перец, морковь, репчатый лук, уксус, сахар, соль, растительное масло, чеснок, перец чили;Салаты;Европейская кухня;https://eda.ru/recepty/salaty/ostryy-baklazhannyy-salat-139888
Салат с сыром сулугуни;огурцы, крупные помидоры черри , свежие листья шпината, укроп, тархун, слабосоленый сыр сулугуни, горчичное масло, оливковое масло extra virgin, соль, молотая смесь перцев с лимонной цедрой ;Салаты;Кавказская кухня;https://eda.ru/recepty/salaty/salat-s-syrom-suluguni-173579
Салат фреш с авокадо;авокадо, помидоры, красный лук, салат фризе, свежие листья шпината, салат ромен, огурцы, лимон, грецкие орехи, подсолнечное нерафинированное масло;Салаты;Авторская кухня;https://eda.ru/recepty/salaty/salat-fresh-s-avokado-152370
Салат «Хориятики»;помидоры, репчатый лук, огурцы, сладкий перец, молоко, сыр фета, маслины, оливковое масло, винный уксус, молотый черный перец, соль, орегано;Салаты;Греческая кухня;https://eda.ru/recepty/salaty/salat-horijatiki-23989
Куриный салат с мацони;куриная грудка, китайская капуста, огурцы, сельдерей, укроп, петрушка, кинза, тархун, мацони, подсолнечное масло, соль, молотый черный перец;Салаты;Авторская кухня;https://eda.ru/recepty/salaty/kurinyy-salat-s-maconi-140384
Салат «Мимоза» со шпинатом;картофель, шпинат, морковь, яичный белок, яичный желток, сыр гауда, майонез, форель горячего копчения;Салаты;Русская кухня;https://eda.ru/recepty/salaty/salat-mimoza-so-shpinatom-140567
Шанхайский салат с курицей;куриная грудка, мандарины, красный салат, салат айсберг, помидоры, зеленый лук, лайм, морковь, оливковое масло, соль, молотый черный перец, редис;Салаты;Китайская кухня;https://eda.ru/recepty/salaty/shanhajskij-salat-s-kuricej-33630
