food;ingredients;category;kitchen;food_url
Салат с белой фасолью;белая консервированная фасоль, помидоры, копченая колбаса, соль, зелень, твердый сыр;Салаты;Европейская кухня;https://eda.ru/recepty/salaty/salat-s-beloj-fasolju-20818
Салат капрезе со шпинатом;шпинат, листья петрушки, помидоры, сыр моцарелла, песто, бальзамический соус;Салаты;Итальянская кухня;https://eda.ru/recepty/salaty/salat-kapreze-so-shpinatom-151130
Салат из крабов с сыром, брокколи и зеленым луком;крабы, капуста брокколи, зеленый лук, сыр, помидоры, сметана, соль, молотый черный перец;Салаты;Европейская кухня;https://eda.ru/recepty/salaty/salat-iz-krabov-s-sirom-brokkoli-zelenim-lukom-22809
Теплый салат из куриной печени с апельсином;куриная печень, апельсины, зеленый салат, мед, бальзамический уксус, оливковое масло, апельсиновый сок, черные кунжутные семечки , соль, молотый черный перец;Салаты;Европейская кухня;https://eda.ru/recepty/salaty/teplij-salat-iz-kurinoj-pecheni-s-apelsinom-47733
Салат из порея по рецепту Джейми Оливера;лук-порей, куриное яйцо, укроп, зеленый лук, розовый перец, яблочный уксус, дижонская горчица, зернистая горчица, оливковое масло, репчатый лук;Салаты;Британская кухня;https://eda.ru/recepty/salaty/salat-iz-poreya-po-receptu-dzheymi-olivera-151800
Салат из креветок и мандаринов;мандарины, креветки, стебель сельдерея, яблоко, майонез, зелень, соль, лимонный сок;Салаты;Тайская кухня;https://eda.ru/recepty/salaty/salat-iz-krevetok-mandarinov-21728
Салат «Фегато»;чеснок, куриная печень, сладкий перец, лук, апельсины, растительное масло, смесь салатных листьев танго микс «белая дача», клюквенный соус, бальзамический соус, соус «винегрет», соль, молотый черный перец, клюква, сахар, тимьян, вода;Салаты;Итальянская кухня;https://eda.ru/recepty/salaty/salat-fegato-125700
Салат с фасолью и шпинатом;оливковое масло, лимонная цедра, лимонный сок, соль, молотый черный перец, консервированная фасоль, шпинат, рубленая петрушка, дижонская горчица, лук;Салаты;Европейская кухня;https://eda.ru/recepty/salaty/salat-s-fasolyu-i-shpinatom-138893
Салат с кедровыми орехами;помидоры черри, огурцы, кедровые орехи, чеснок, укроп, кресс-салат, рукола, свежие листья шпината, оливковое масло extra virgin, морская соль;Салаты;Европейская кухня;https://eda.ru/recepty/salaty/salat-s-kedrovymi-orehami-173583
Салат с романеско и чесноком;капуста романеско, чеснок, салат корн, оливки, лимонный сок, соль, подсолнечное масло, авокадо;Салаты;Авторская кухня;https://eda.ru/recepty/salaty/salat-s-romanesko-i-chesnokom-139040
Салат из сырой свеклы с апельсином и мятой;свекла, апельсины, салат ромен, свежая мята, оливковое масло, красный винный уксус, соль, молотый черный перец, хлопья миндаля;Салаты;Европейская кухня;https://eda.ru/recepty/salaty/salat-iz-siroj-svekli-s-apelsinom-mjatoj-31118
Белорусский морковный салат;морковь, яблочный уксус, соль, свежая кинза (кориандр), арахисовое масло, репчатый лук, чеснок, молотый красный перец;Салаты;Белорусская кухня;https://eda.ru/recepty/salaty/belorusskij-morkovnij-salat-16238
Салат овощной с сыром «Филадельфия»;помидоры, смесь салатных листьев, сладкий перец, зелень, красный лук, огурцы, сыр филадельфия, оливковое масло, лайм, специи, соль, сахар;Салаты;Американская кухня;https://eda.ru/recepty/salaty/salat-ovoschnoj-s-sirom-filadelfija-25979
Салат «Столичный» с апельсинами и яблоками;антоновские яблоки, зеленые яблоки, красный картофель , консервированный зеленый горошек, морковь, яичный желток, апельсины, оливковое масло, майонез, соль, натуральный йогурт, молотый белый перец, белый винный уксус, филе куриной грудки;Салаты;Русская кухня;https://eda.ru/recepty/salaty/salat-stolichnij-26439
Салат с дыней, красным луком и грецкими орехами;дыня, красный лук, смесь салатных листьев, грецкие орехи, оливковое масло, свежемолотый черный перец, морская соль, апельсины, лимон, коричневый сахар;Салаты;Европейская кухня;https://eda.ru/recepty/salaty/salat-s-dyney-krasnym-lukom-i-greckimi-orehami-152415
Летний кукурузный салат с базиликом;початки кукурузы, помидоры, легкий майонез, сладкий красный лук, сок лайма, листья базилика;Салаты;Детское меню;https://eda.ru/recepty/salaty/letnij-kukuruznij-salat-s-bazilikom-23753
Салат из сладких перцев;оливковое масло, свежий красный перец, свежий желтый перец, свежий тимьян, красный лук, чеснок, базилик, морская соль, майоран, молотый черный перец;Салаты;Веганская еда;https://eda.ru/recepty/salaty/salat-iz-sladkih-percev-16324
Салат веганский с сельдереем и морковью;сельдерей, морковь, лимонный сок, растительное масло;Салаты;Вегетарианские салаты;https://eda.ru/recepty/salaty/salat-veganskij-s-seldereem-i-morkovju-41865
Салат из цветной капусты;цветная капуста, зеленый лук, куриное яйцо, уксус, растительное масло, сахар, соль, молотый черный перец;Салаты;Авторская кухня;https://eda.ru/recepty/salaty/salat-iz-cvetnoj-kapusti-17174
Салат по-армянски;цицмати, петрушка, рукола, слабосоленый сыр сулугуни, помидоры, перепелиное яйцо, красный сладкий перец, сметана, оливковое масло extra virgin, сумах, морская соль;Салаты;Авторская кухня;https://eda.ru/recepty/salaty/salat-po-armyanski-173582
Греческий салат на итальянский лад;маслины, сыр фета, сладкий перец, огурцы, помидоры, сладкий лук, оливковое масло, соль, базилик, молотый черный перец;Салаты;Греческая кухня;https://eda.ru/recepty/salaty/grecheskij-salat-na-italjanskij-lad-37527
Салат с адыгейским сыром, зеленью и орехами;эндивий, салат пак-чой, кучерявец одесский, щавель, укроп, петрушка, помидоры, адыгейский сыр, кунжут, кедровые орехи, подсолнечное нерафинированное масло, соль, молотый черный перец;Салаты;Азербайджанская кухня;https://eda.ru/recepty/salaty/salat-s-adygeskim-syrom-zelenu-i-orehami-151218
Салат с курицей в соусе терияки;куриная грудка, сладкий перец, авокадо, огурцы, помидоры, салат айсберг, соль, молотый черный перец;Салаты;Японская кухня;https://eda.ru/recepty/salaty/salat-s-kuricey-v-souse-teriyaki-126391
Легкий салат с яйцом пашот;рукола, куриное яйцо, помидоры, огурцы, оливковое масло, морская соль, прованские травы, песто, сыр фета;Салаты;Французская кухня;https://eda.ru/recepty/salaty/legkiy-salat-s-yaycom-pashot-104266
Салат с цветной капустой и кенийской фасолью;мангольд, шпинат, капуста брокколи, цветная капуста, кенийская фасоль, сладкий мини перец, ананасовый сок, соевый соус, оливковое масло, мед, яблочный уксус, корень имбиря;Салаты;Европейская кухня;https://eda.ru/recepty/salaty/salat-s-cvetnoy-kapustoy-i-keniyskoy-fasolyu-173314
Салат с бурратой, помидорами и курицей гриль;сыр буррата, помидоры, рукола, листья латука, красный лук, куриное филе, чеснок, оливковое масло, соль, молотый черный перец;Салаты;Итальянская кухня;https://eda.ru/recepty/salaty/salat-s-burratoy-pomidorami-i-kuricey-gril-174113
Вьетнамский салат;морковь, салат айсберг, огурцы, зеленый лук, чеснок, рыбный соус, рисовый уксус, тростниковый сахар, корень имбиря, перец чили, лайм, вода, рисовая лапша;Салаты;Вьетнамская кухня;https://eda.ru/recepty/salaty/vetnamskij-salat-42504
Салат из груши с сыром дор-блю;груши, сыр дорблю, зеленый салат, грецкие орехи, масло из виноградных косточек, дижонская горчица, липовый мед, бальзамический уксус;Салаты;Европейская кухня;https://eda.ru/recepty/salaty/salat-iz-grushi-s-sirom-dor-blju-34181
Салат из курицы с ананасами и грибами;куриная грудка, консервированный ананас, консервированные шампиньоны, твердый сыр, помидоры, майонез;Салаты;Авторская кухня;https://eda.ru/recepty/salaty/salat-iz-kurici-s-ananasami-i-gribami-17042
Салат с пекинской капустой, курицей и кальмарами;сладкий перец, куриное филе, помидоры, соль, сметана, пекинская капуста, лимонный сок, яблоко, кальмары;Салаты;Европейская кухня;https://eda.ru/recepty/salaty/salat-s-pekinskoj-kapustoj-kuricej-i-kalmarami-34924
Салат с морковью и яблоком;морковь, яблоко, куриное яйцо, сыр, майонез;Салаты;Фруктовые салаты;https://eda.ru/recepty/salaty/salat-s-morkovju-i-jablokom-32794
Азиатский салат с хрустящими баклажанами, кинзой и арахисом;баклажаны, кукурузный крахмал, масло для фритюра, зеленый базилик , свежая мята, кинза, огурцы, жареный арахис, кунжутное масло, лайм, соевый соус, растительное масло, мирин, чеснок;Салаты;Паназиатская кухня;https://eda.ru/recepty/salaty/aziatskiy-salat-s-hrustyaschimi-baklazhanami-kinzoy-i-arahisom-152408
Салат из шпината с миндалем и помидорами;шпинат, помидоры черри, миндаль, свежие шампиньоны, оливковое масло, морская соль, свежемолотый черный перец, бальзамический уксус;Салаты;Веганская еда;https://eda.ru/recepty/salaty/salat-iz-shpinata-s-mindalem-pomidorami-20068
Армянский салат из красной фасоли;свежая кинза (кориандр), чеснок, петрушка, оливковое масло, лимонный сок, красный базилик , вареная красная фасоль;Салаты;Армянская кухня;https://eda.ru/recepty/salaty/armjanskij-salat-iz-krasnoj-fasoli-39330
Крабовый салат с яблоками и рисом;яблоко, консервированная кукуруза, длиннозерный рис, куриное яйцо, майонез, крабовые палочки;Салаты;Русская кухня;https://eda.ru/recepty/salaty/krabovij-salat-s-jablokami-i-risom-39645
Легкий салат с горчичной заправкой;рукола, эндивий, салат радиккьо, шнитт-лук, красный винный уксус, радиккьо-тревизо, соль, дижонская горчица, молотый черный перец, оливковое масло;Салаты;Европейская кухня;https://eda.ru/recepty/salaty/legkij-salat-s-gorchichnoj-zapravkoj-20570
Салат от Тиффани;куриное яйцо, куриное филе, грецкие орехи, твердый сыр, миндаль, чернослив, красный виноград, майонез;Салаты;Европейская кухня;https://eda.ru/recepty/salaty/salat-ot-tiffani-37884
Салат овощной с сыром «Филадельфия»;помидоры, смесь салатных листьев, сладкий перец, зелень, красный лук, огурцы, сыр филадельфия, оливковое масло, лайм, специи, соль, сахар;Салаты;Американская кухня;https://eda.ru/recepty/salaty/salat-ovoschnoj-s-sirom-filadelfija-25979
Салат с копченым лососем и клубникой;копченый лосось, клубника, стебель сельдерея, рукола, мед, зернистая горчица, винный уксус, оливковое масло extra virgin;Салаты;Европейская кухня;https://eda.ru/recepty/salaty/salat-s-kopchenim-lososem-i-klubnikoj-34169
Салат с арбузом;свежие листья шпината, рукола, арбуз, оливковое масло, бальзамический соус, сыр фета;Салаты;Греческая кухня;https://eda.ru/recepty/salaty/salat-s-arbuzom-174446
Салат «Эльзасский»;куриное филе, лук, зеленые яблоки, маринованные огурцы, салат айсберг, яблочный уксус, оливковое масло, мед, зернистая горчица, зелень, соль;Салаты;Салаты с курицей;https://eda.ru/recepty/salaty/salat-elzasskiy-50527
Салат с артишоками;консервированные артишоки, смесь салатных листьев танго микс «белая дача», обжаренные кедровые орехи, розовый перец, груши, сыр фета, рукола, каперсы, бальзамический крем;Салаты;Европейская кухня;https://eda.ru/recepty/salaty/salat-s-artishokami-68913
Белорусский морковный салат;морковь, яблочный уксус, соль, свежая кинза (кориандр), арахисовое масло, репчатый лук, чеснок, молотый красный перец;Салаты;Белорусская кухня;https://eda.ru/recepty/salaty/belorusskij-morkovnij-salat-16238
Салат «Цезарь» с курицей и адыгейским сыром;зеленый салат, куриное филе, помидоры, сухарики со вкусом сыра, соль, адыгейский сыр, соус «сырный цезарь»;Салаты;Греческая кухня;https://eda.ru/recepty/salaty/salat-cezar-s-kuricej-adigejskim-sirom-23154
Салат с грушей и копченым сыром;груши, рукола, копченый сыр, грецкие орехи, оливковое масло extra virgin, лимонный сок, пекмез, черный перец горошком, горчица;Салаты;Европейская кухня;https://eda.ru/recepty/salaty/salat-s-grushej-i-kopchenim-sirom-48666
Салат из хурмы с пармезаном и хересным винегретом;хурма, сыр пармезан, салатная смесь «еда», лук-порей, кедровые орехи, хересный уксус, оливковое масло, соль, свиная грудинка, молотый черный перец;Салаты;Русская кухня;https://eda.ru/recepty/salaty/salat-iz-hurmi-s-parmezanom-heresnim-vinegretom-25700
Зеленый салат с грушами;кресс-салат, латук, груши, рубленный стебель сельдерея , оливковое масло, сыр рокфор, горчица, белый винный уксус;Салаты;Вегетарианская еда;https://eda.ru/recepty/salaty/zelenij-salat-s-grushami-28237
Салат с колбасой и латуком;вареная колбаса, помидоры, салат айсберг, соль, молотый черный перец, майонез, сухарики со вкусом сыра;Салаты;Русская кухня;https://eda.ru/recepty/salaty/salat-s-kolbasoj-i-latukom-51583
Таджикский хлебный салат;пита, оливковое масло, помидоры, огурцы, зеленый лук, листья кинзы (кориандра), сыр фета, лимонный сок, рисовый уксус, сахар, молотый кориандр ;Салаты;Таджикская кухня;https://eda.ru/recepty/salaty/tadzhikskii-hlebnyi-salat-138009
Зеленый салат с авокадо;кудрявый салат, стебель сельдерея, зеленый перец, зеленый лук, огурцы, авокадо, лимонный сок, чеснок, оливковое масло, дижонская горчица, сахар;Салаты;Испанская кухня;https://eda.ru/recepty/salaty/zelenij-salat-s-avokado-14623
Немецкий картофельный салат со сливочным хреном;картофель, бекон, сметана, майонез, сливочный хрен, оливковое масло, укроп, петрушка, зеленый лук, чеснок, соль, молотый черный перец;Салаты;Авторская кухня;https://eda.ru/recepty/salaty/nemeckiy-kartofelnyy-salat-so-slivochnym-hrenom-140149
Салат с лососем и овощами;рукола, свекла, помидоры черри, оливки, редис, оливковое масло extra virgin, маринованные каперсы, лосось;Салаты;Голландская кухня;https://eda.ru/recepty/salaty/salat-s-lososem-i-ovoshhami-36022
Салат с ветчиной и овощами;ветчина, помидоры черри, репчатый лук, редис, огурцы, зелень, уксус 6%, растительное масло, чеснок, соль, молотый черный перец;Салаты;Овощные салаты;https://eda.ru/recepty/salaty/salat-s-vetchinoj-i-ovoshhami-32672
Салат из рукколы и тунца;рукола, оливковое масло, бальзамический крем, морская соль, сыр грана-падано, чесночное масло, тунец, помидоры черри, икра летучей рыбы;Салаты;Итальянская кухня;https://eda.ru/recepty/salaty/salat-iz-rukkoli-tunca-30166
Салат с абрикосами и помидорами черри;помидоры черри, абрикосы, сушеный инжир, очищенные грецкие орехи, дижонская горчица, оливковое масло extra virgin, бальзамический уксус, сыр пармезан, смесь салатных листьев;Салаты;Европейская кухня;https://eda.ru/recepty/salaty/salat-s-abrikosami-i-pomidorami-cherri-37943
Салат с печеными баклажанами, вешенками и киноа;рукола, баклажаны, вешенки, киноа, соевый соус, оливковое масло, кисло-сладкий соус, растительное масло, вяленые помидоры, кинза;Салаты;Европейская кухня;https://eda.ru/recepty/salaty/salat-s-pechenymi-baklazhanami-veshenkami-i-kinoa-140768
Холодный рисовый салат;винный уксус, куриное яйцо, рис, помидоры, свежие грибы, лимон, петрушка, оливковое масло, соль;Салаты;Итальянская кухня;https://eda.ru/recepty/salaty/holodnij-risovij-salat-14390
Теплый салат с печёной морковью;морковь, растительное масло, мед, молотый кумин (зира) , кускус, соль, молотый черный перец, мята, сыр фета, лимонный сок, тертый имбирь;Салаты;Европейская кухня;https://eda.ru/recepty/salaty/teplij-salat-s-pechjonoj-morkovju-50460
Салат из кальмаров по-тайски;рыбный соус, кальмары, сок лайма, молотый перец чили, репчатый лук, сахарная пудра, салатный лук, морковь, свежая мята, кинза;Салаты;Тайская кухня;https://eda.ru/recepty/salaty/salat-iz-kalmarov-po-tajski-16840
Салат диетический из морепродуктов;крабовые палочки, консервированные мидии, маленькие очищенные вареные креветки, корнишоны, консервированные кальмары, натуральный йогурт, укроп, бальзамический уксус, соль с травами;Салаты;Средиземноморская кухня;https://eda.ru/recepty/salaty/salat-dieticheskij-iz-moreproduktov-42670
Овощной салат с беконом и пармезаном;салат фриллис, редис, помидоры черри, красный лук, чеснок, укроп, бекон, тертый сыр пармезан ;Салаты;Европейская кухня;https://eda.ru/recepty/salaty/ovoshchnoy-salat-s-bekonom-i-parmezanom-140714
Салат «Печень трески под шубой»;консервированная печень трески , картофель, морковь, куриное яйцо, чернослив, соль, молотый черный перец, зеленый лук, майонез;Салаты;Русская кухня;https://eda.ru/recepty/salaty/salat-pechen-treski-pod-shuboj-41572
Салат с авокадо и крабами;авокадо, крабовые палочки, помидоры, соль, смесь пряных трав, йогуртовый соус 1%-ный;Салаты;Европейская кухня;https://eda.ru/recepty/salaty/salat-s-avokado-krabami-25414
Салат из одуванчиков;листья одуванчика, кедровые орехи, оливковое масло, чеснок, соль, бальзамический уксус, молотый белый перец;Салаты;Итальянская кухня;https://eda.ru/recepty/salaty/salat-iz-oduvanchikov-22135
Овощной салат с осьминогами;маленькие осьминоги , огурцы, помидоры черри, салат ромен, маслины, укроп, кунжут, лимон, лайм, оливковое масло, соевый соус, паста кимчи, устричный соус;Салаты;Паназиатская кухня;https://eda.ru/recepty/salaty/ovoshhnoj-salat-s-osminogami-34529
Салат с грушей и копченым сыром;груши, рукола, копченый сыр, грецкие орехи, оливковое масло extra virgin, лимонный сок, пекмез, черный перец горошком, горчица;Салаты;Европейская кухня;https://eda.ru/recepty/salaty/salat-s-grushej-i-kopchenim-sirom-48666
Картофельный салат с беконом и стружкой бонито;картофель, копченый бекон , маринованные огурцы, лук, морковь, куриное яйцо, майонез, чеснок, соус мицукан, лимонный сок, соевый соус, соль, молотый черный перец;Салаты;Авторская кухня;https://eda.ru/recepty/salaty/kartofelnyy-salat-s-bekonom-i-struzhkoy-bonito-140148
Зеленый салат с грушами;кресс-салат, латук, груши, рубленный стебель сельдерея , оливковое масло, сыр рокфор, горчица, белый винный уксус;Салаты;Вегетарианская еда;https://eda.ru/recepty/salaty/zelenij-salat-s-grushami-28237
Салат с колбасой и латуком;вареная колбаса, помидоры, салат айсберг, соль, молотый черный перец, майонез, сухарики со вкусом сыра;Салаты;Русская кухня;https://eda.ru/recepty/salaty/salat-s-kolbasoj-i-latukom-51583
Таджикский хлебный салат;пита, оливковое масло, помидоры, огурцы, зеленый лук, листья кинзы (кориандра), сыр фета, лимонный сок, рисовый уксус, сахар, молотый кориандр ;Салаты;Таджикская кухня;https://eda.ru/recepty/salaty/tadzhikskii-hlebnyi-salat-138009
Салат из капусты;уксус, белокочанная капуста, соль, сахар, растительное масло;Салаты;Низкокалорийная еда;https://eda.ru/recepty/salaty/salat-iz-kapusti-16453
Салат овощной с сыром «Филадельфия»;помидоры, смесь салатных листьев, сладкий перец, зелень, красный лук, огурцы, сыр филадельфия, оливковое масло, лайм, специи, соль, сахар;Салаты;Американская кухня;https://eda.ru/recepty/salaty/salat-ovoschnoj-s-sirom-filadelfija-25979
Грибной салат с ананасами;рис, шампиньоны, консервированный ананас, соевый соус, майонез, зелень, соль;Салаты;Низкокалорийная еда;https://eda.ru/recepty/salaty/gribnoj-salat-s-ananasami-21704
Салат из рукколы и тунца;рукола, оливковое масло, бальзамический крем, морская соль, сыр грана-падано, чесночное масло, тунец, помидоры черри, икра летучей рыбы;Салаты;Итальянская кухня;https://eda.ru/recepty/salaty/salat-iz-rukkoli-tunca-30166
Белорусский морковный салат;морковь, яблочный уксус, соль, свежая кинза (кориандр), арахисовое масло, репчатый лук, чеснок, молотый красный перец;Салаты;Белорусская кухня;https://eda.ru/recepty/salaty/belorusskij-morkovnij-salat-16238
Теплый салат с печёной морковью;морковь, растительное масло, мед, молотый кумин (зира) , кускус, соль, молотый черный перец, мята, сыр фета, лимонный сок, тертый имбирь;Салаты;Европейская кухня;https://eda.ru/recepty/salaty/teplij-salat-s-pechjonoj-morkovju-50460
Салат из кальмаров по-тайски;рыбный соус, кальмары, сок лайма, молотый перец чили, репчатый лук, сахарная пудра, салатный лук, морковь, свежая мята, кинза;Салаты;Тайская кухня;https://eda.ru/recepty/salaty/salat-iz-kalmarov-po-tajski-16840
Салат диетический из морепродуктов;крабовые палочки, консервированные мидии, маленькие очищенные вареные креветки, корнишоны, консервированные кальмары, натуральный йогурт, укроп, бальзамический уксус, соль с травами;Салаты;Средиземноморская кухня;https://eda.ru/recepty/salaty/salat-dieticheskij-iz-moreproduktov-42670
Армянский салат из красной фасоли;свежая кинза (кориандр), чеснок, петрушка, оливковое масло, лимонный сок, красный базилик , вареная красная фасоль;Салаты;Армянская кухня;https://eda.ru/recepty/salaty/armjanskij-salat-iz-krasnoj-fasoli-39330
Салат с курицей в соусе терияки;куриная грудка, сладкий перец, авокадо, огурцы, помидоры, салат айсберг, соль, молотый черный перец;Салаты;Японская кухня;https://eda.ru/recepty/salaty/salat-s-kuricey-v-souse-teriyaki-126391
Салат с цветной капустой и кенийской фасолью;мангольд, шпинат, капуста брокколи, цветная капуста, кенийская фасоль, сладкий мини перец, ананасовый сок, соевый соус, оливковое масло, мед, яблочный уксус, корень имбиря;Салаты;Европейская кухня;https://eda.ru/recepty/salaty/salat-s-cvetnoy-kapustoy-i-keniyskoy-fasolyu-173314
Салат мясной с тыквой и гранатом;гранаты, консервированные шампиньоны, консервированная фасоль, говядина, красный лук, соль, майонез, тыква;Салаты;Итальянская кухня;https://eda.ru/recepty/salaty/salat-mjasnoj-s-tikvoj-granatom-15035
Огуречный салат с маслинами и сыром;маслины, огурцы, сыр, лимон, майонез, зеленый салат;Салаты;Русская кухня;https://eda.ru/recepty/salaty/ogurechnij-salat-s-maslinami-i-sirom-40249
Салат с морковью и яблоком;морковь, яблоко, куриное яйцо, сыр, майонез;Салаты;Фруктовые салаты;https://eda.ru/recepty/salaty/salat-s-morkovju-i-jablokom-32794
Салат «Мимоза» с крабами;мясо краба, авокадо, куриное яйцо, майонез;Салаты;Новый год 2024;https://eda.ru/recepty/salaty/salat-mimoza-s-krabami-21726
Кето-салат «Суши»;цветная капуста, соль, сливочное масло, творожный сыр, огурцы, слабосоленая форель, авокадо;Салаты;Авторская кухня;https://eda.ru/recepty/salaty/ketosalat-sushi-153112
Салат с кедровыми орехами;помидоры черри, огурцы, кедровые орехи, чеснок, укроп, кресс-салат, рукола, свежие листья шпината, оливковое масло extra virgin, морская соль;Салаты;Европейская кухня;https://eda.ru/recepty/salaty/salat-s-kedrovymi-orehami-173583
Салат с романеско и чесноком;капуста романеско, чеснок, салат корн, оливки, лимонный сок, соль, подсолнечное масло, авокадо;Салаты;Авторская кухня;https://eda.ru/recepty/salaty/salat-s-romanesko-i-chesnokom-139040
Салат с яйцом;куриное яйцо, кресс-салат, зеленый горошек, картофель, морковь, яичный желток, белый винный уксус, подсолнечное масло, соль;Салаты;Авторская кухня;https://eda.ru/recepty/salaty/salat-s-jajcom-17183
Салат с бурратой, помидорами и курицей гриль;сыр буррата, помидоры, рукола, листья латука, красный лук, куриное филе, чеснок, оливковое масло, соль, молотый черный перец;Салаты;Итальянская кухня;https://eda.ru/recepty/salaty/salat-s-burratoy-pomidorami-i-kuricey-gril-174113
Легкий салат с яйцом пашот;рукола, куриное яйцо, помидоры, огурцы, оливковое масло, морская соль, прованские травы, песто, сыр фета;Салаты;Французская кухня;https://eda.ru/recepty/salaty/legkiy-salat-s-yaycom-pashot-104266
Салат из цветной капусты с перцем и маслинами;винный уксус, цветная капуста, сладкий перец, маслины, растительное масло, петрушка, смесь перцев, соль;Салаты;Итальянская кухня;https://eda.ru/recepty/salaty/salat-iz-cvetnoj-kapusti-s-percem-maslinami-21675
Теплый салат с языком и сыром фета;вареный говяжий язык, соус терияки, картофель, растительное масло, чеснок, зелень, соль, молотый черный перец, зеленый салат, рукола, помидоры черри, сыр фета, маринованные огурцы, оливковое масло, горчица, хрен, соевый соус;Салаты;Русская кухня;https://eda.ru/recepty/salaty/teplyy-salat-s-yazykom-i-syrom-feta-151918
Зеленый салат с креветками и васаби-майонезом;зеленая спаржа, капуста брокколи, замороженный зеленый горошек , смесь салатных листьев, кенийская фасоль, помидоры конкассе, королевские креветки, майонез с васаби, зеленый лук, оливковое масло, грецкие орехи, сахар, молотый черный перец, соус понзу;Салаты;Европейская кухня;https://eda.ru/recepty/salaty/zelenyy-salat-s-krevetkami-i-vasabi-mayonezom-140284
Салат «Цезарь» с анчоусным майонезом;латук, оливковое масло, французский багет, бекон, яичный желток, чеснок, филе анчоуса, лимонный сок, вустерширский соус, сыр пармезан;Салаты;Итальянская кухня;https://eda.ru/recepty/salaty/salat-cezar-s-anchousnim-majonezom-19714
Итальянский салат с манго и пармской ветчиной;помидоры черри, сыр мини моцарелла , салат ромен, рукола, пармская ветчина, манго, песто, оливковое масло, горчица, бальзамический уксус, морская соль, молотый черный перец;Салаты;Итальянская кухня;https://eda.ru/recepty/salaty/italjanskij-salat-s-mango-i-parmskoj-vetchinoj-42249
Салат с рукколой, фетой и хурмой;хурма, рукола, сыр фета, огурцы, дижонская горчица, мед, оливковое масло, соль, молотый черный перец;Салаты;Греческая кухня;https://eda.ru/recepty/salaty/salat-s-rukkoloj-fetoj-i-hurmoj-55388
Салат из черемши и кукурузы;черемша, куриное яйцо, консервированная кукуруза, оливковый майонез, соль;Салаты;Европейская кухня;https://eda.ru/recepty/salaty/salat-iz-cheremshi-kukuruzi-21979
Салат из курицы с огурцом и кукурузой;куриное филе, стебель сельдерея, огурцы, консервированная кукуруза, зеленый салат, соль, молотый черный перец, сладкий красный лук, укроп, натуральный йогурт;Салаты;Китайская кухня;https://eda.ru/recepty/salaty/salat-iz-kurici-s-ogurcom-i-kukuruzoj-42748
Салат с креветками и крабовыми палочками;зеленый салат, стебель сельдерея, салат айсберг, лук-порей, куриное яйцо, очищенные вареные креветки, огурцы, консервированная кукуруза, крабовые палочки, горчица, сметана, майонез, молотый черный перец, соль, сахар, рубленая петрушка;Салаты;;https://eda.ru/recepty/salaty/salat-s-krevetkami-krabovimi-palochkami-22766
Хрустящий куриный салат с огурцами и сухариками;сыр, репчатый лук, зеленый салат, растительное масло, чеснок, уксус, соль, молотый черный перец, белый хлеб, куриное филе, огурцы;Салаты;Европейская кухня;https://eda.ru/recepty/salaty/hrustjashhij-kurinij-salat-s-ogurcami-i-suharikami-34136
Салат из сырой свеклы с апельсином и мятой;свекла, апельсины, салат ромен, свежая мята, оливковое масло, красный винный уксус, соль, молотый черный перец, хлопья миндаля;Салаты;Европейская кухня;https://eda.ru/recepty/salaty/salat-iz-siroj-svekli-s-apelsinom-mjatoj-31118
Салат с куриной грудкой и гранатом;филе куриной грудки, зерна граната, сыр фетакса, зеленый салат, твердый сыр, молотая корица, маслины без косточек, сухарики, помидоры черри, сладкий перец, растительное масло;Салаты;Греческая кухня;https://eda.ru/recepty/salaty/salat-s-kurinoj-grudkoj-granatom-28828
Салат фризе с беконом, финиками и красным луком;салат фризе, бекон, финики без косточек, мягкий козий сыр, красный лук, грецкие орехи, хересный уксус, мед, оливковое масло extra virgin, соль, молотый черный перец;Салаты;Европейская кухня;https://eda.ru/recepty/salaty/salat-frize-s-bekonom-finikami-i-krasnim-lukom-32542
Салат из молодой капусты, редиски и огурцов;ранняя белокочанная капуста, малосольные огурцы, редис, укроп, оливковое масло, белый винный уксус, соль, молотый черный перец;Салаты;Русская кухня;https://eda.ru/recepty/salaty/salat-iz-molodoj-kapusti-rediski-ogurcov-28363
Салат из творога и крабовых палочек;крабовые палочки, зернистый творог, консервированная кукуруза, огурцы, куриное яйцо, укроп, соль, молотый черный перец;Салаты;Греческая кухня;https://eda.ru/recepty/salaty/salat-iz-tvoroga-krabovih-palochek-24048
Картофельный салат;отварной картофель, репчатый лук, консервированный зеленый горошек, огурцы, соль, свежемолотый черный перец, оливковый майонез;Салаты;Русская кухня;https://eda.ru/recepty/salaty/kartofelny-salat-152586
Салат «Табуле»;булгур, помидоры, красный сладкий перец, зеленый сладкий перец, зеленый лук, петрушка, оливковое масло, лимон, молотый тмин, молотый черный перец, соль;Салаты;Турецкая кухня;https://eda.ru/recepty/salaty/salat-tabule-53931
Салат «Форшмак»;филе соленой сельди, куриное яйцо, горчица, уксус, растительное масло, черный перец горошком, душистый перец горошком, яблоко, репчатый лук, картофель, обезжиренное молоко;Салаты;Еврейская кухня;https://eda.ru/recepty/salaty/salat-forshmak-53922
Салат «Боцман»;красная консервированная фасоль, горчица, растительное масло, сметана 10%-ная, уксус, ветчина, зелень, куриное яйцо, соль, сахар;Салаты;Средиземноморская кухня;https://eda.ru/recepty/salaty/salat-bocman-52890
